QID,DID,QUESTION,QTYPE,AMODE,ATYPE,VALID ANS,DTEXT,column8
D310Q05,310,从民国几年开始癌症就位居国人死因的榜首?,进阶题,Date-Duration,Date-Duration,"['民国70年', '70年']","内政部今（9）日公布「107年特定死因除外简易生命表」，十大死因 如排除连续37年居国人死因之首的恶性肿瘤，107年国人平均寿命为84.63岁，较一般平均寿命80.69岁增加3.94岁，影响最大；其次，排除连续11年位居第2位的心脏疾病，平均寿命可增加1.69岁；再次，排除连续5年死亡人数及比例均增加且排名第3位的肺炎，平均寿命将增加1.02岁。
内政部表示，为了解各类死因对国人平均寿命的影响程度，特别运用卫生福利部107年国人前十大死因死亡人数，编算我国各类死因除外之国人平均寿命，并与一般国人平均寿命比较其差距，两者间寿命差距愈大代表该类死因减损寿命愈严重，对于国人平均寿命影响愈明显。
其中影响程度最大的恶性肿瘤，死亡人数连续10年攀升，且近年来其死亡人数占全体死亡人数之比例皆在2成7以上。导致恶性肿瘤死亡人数增加的原因繁多，主要可能与吸烟、饮食习惯、生活环境、工作压力等诸多因素有关，相关单位近年来加强恶性肿瘤预防宣导及医疗工作，发现排除特定死因为恶性肿瘤之平均寿命与一般平均寿命差距已由102年之4.19岁减至107年之3.94岁，呈趋缓现象。",
D310Q06,310,从民国几年开始心脏疾病就位居国人死因的第二位?,进阶题,Date-Duration,Date-Duration,"['民国96年', '96年']","内政部今（9）日公布「107年特定死因除外简易生命表」，十大死因 如排除连续37年居国人死因之首的恶性肿瘤，107年国人平均寿命为84.63岁，较一般平均寿命80.69岁增加3.94岁，影响最大；其次，排除连续11年位居第2位的心脏疾病，平均寿命可增加1.69岁；再次，排除连续5年死亡人数及比例均增加且排名第3位的肺炎，平均寿命将增加1.02岁。
内政部表示，为了解各类死因对国人平均寿命的影响程度，特别运用卫生福利部107年国人前十大死因死亡人数，编算我国各类死因除外之国人平均寿命，并与一般国人平均寿命比较其差距，两者间寿命差距愈大代表该类死因减损寿命愈严重，对于国人平均寿命影响愈明显。
其中影响程度最大的恶性肿瘤，死亡人数连续10年攀升，且近年来其死亡人数占全体死亡人数之比例皆在2成7以上。导致恶性肿瘤死亡人数增加的原因繁多，主要可能与吸烟、饮食习惯、生活环境、工作压力等诸多因素有关，相关单位近年来加强恶性肿瘤预防宣导及医疗工作，发现排除特定死因为恶性肿瘤之平均寿命与一般平均寿命差距已由102年之4.19岁减至107年之3.94岁，呈趋缓现象。",
D310Q07,310,从民国几年开始肺炎就位居国人死因的第三位?,进阶题,Single-Span-Extraction,Date-Duration,"['民国102年', '102年']","内政部今（9）日公布「107年特定死因除外简易生命表」，十大死因 如排除连续37年居国人死因之首的恶性肿瘤，107年国人平均寿命为84.63岁，较一般平均寿命80.69岁增加3.94岁，影响最大；其次，排除连续11年位居第2位的心脏疾病，平均寿命可增加1.69岁；再次，排除连续5年死亡人数及比例均增加且排名第3位的肺炎，平均寿命将增加1.02岁。
内政部表示，为了解各类死因对国人平均寿命的影响程度，特别运用卫生福利部107年国人前十大死因死亡人数，编算我国各类死因除外之国人平均寿命，并与一般国人平均寿命比较其差距，两者间寿命差距愈大代表该类死因减损寿命愈严重，对于国人平均寿命影响愈明显。
其中影响程度最大的恶性肿瘤，死亡人数连续10年攀升，且近年来其死亡人数占全体死亡人数之比例皆在2成7以上。导致恶性肿瘤死亡人数增加的原因繁多，主要可能与吸烟、饮食习惯、生活环境、工作压力等诸多因素有关，相关单位近年来加强恶性肿瘤预防宣导及医疗工作，发现排除特定死因为恶性肿瘤之平均寿命与一般平均寿命差距已由102年之4.19岁减至107年之3.94岁，呈趋缓现象。",
D311Q01,311,这则新闻中的主角叫什么名字?(姓名),基础题,Single-Span-Extraction,Person,['阮青河'],"为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D311Q02,311,青河大学时代在哪一所学校念书? ,基础题,Single-Span-Extraction,Location,"['越南河内国家大学', '河内国家大学']","为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D311Q03,311,青河大学主修科系为何? ,基础题,Single-Span-Extraction,Event,['法文系'],"为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D311Q04,311,青河的硕士学位在哪一个国家念的?,基础题,Single-Span-Extraction,Location,['越南'],"为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D311Q05,311,青河攻读硕士时，是读哪一所学校?,基础题,Single-Span-Extraction,Organization,"['国立成功大学', '成功大学']","为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D311Q07,311,青河来到台湾已经多少年了?,进阶题,Date-Duration,Date-Duration,['17年'],"为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D311Q09,311,青河目前的职业为何?,基础题,Single-Span-Extraction,Object,"['越语讲师', '讲师']","为倾听新住民心声，内政部移民署今(18)日下午，在台南市举办新住民座谈会，有2百多位新住民齐聚府城，内政部次长陈宗彦、移民署副署长钟景琨等都到场，听取各地新住民的建议，活动特别邀请已怀胎7个月的越南籍新住民阮氏青河，分享她从「移工变博士生」的励志故事，让社会大众看到新住民不平凡的一面。
「没有错！过去的我曾是位移工！」青河一上台便诉说自己的过去。青河毕业于越南河内国家大学法文系，为增加个人历练及赚取进修学费，她于民国91年来台担任工厂女工，因缘际会结识台籍配偶后，于94年结婚步入礼堂，成为「正港」的新住民。
「感谢老公尊重我的选择！」即使不少人迈入婚姻生活后，经常被迫放弃梦想，但因家人支持，青河得以持续进修，她不仅取得国立成功大学硕士学位，并继续攻读博士，由于精通中文及越南文，目前除受聘于成功大学担任越语讲师，更已发行3本越语教学书籍。
青河表示，由于坊间越语教材较少，让她的教学模式受限，在学生们一句:「老师为何不自己出书呢?」的鼓励下，她才决定著手编写书籍，将梦想付诸实现。青河不仅鼓励新住民活出自我，也现场致赠书籍，并表示将持续培力台湾越语人才，协助政府推动新南向政策。
陈宗彦除赞许青河努力不懈精神，堪称新住民的表率，也关心她肚子中的第三胎宝宝，为感谢她以身作则响应政府生育政策，立即回赠「好孕到」礼包，并祝福她顺利诞下「新台湾之子」。
此外，现住云林的陆籍新住民徐小华，获选本年度「新住民女性创业加速器计划」优等奖，利用产学合作将地瓜做成健康食品，活络在地产业；越籍新住民童氏容，则在台南成立「容娥南向百货」，搭建新南向交流的桥梁，更成立公益团队「五越星」，关怀弱势及推动文化培力活动。
内政部指出，今天的活动邀请云林、嘉义、台南、高雄及屏东等县市的新住民代表，共2百余人齐聚府城，会场气氛温馨，分享的励志经验，展现出新住民朋友融入宝岛大家庭的坚韧勇气。",
D312Q01,312,台湾地区人口平均寿命从民国97年到107年，增加了几岁？,进阶题,Date-Duration,Date-Duration,['2.1岁'],"内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
D312Q02,312,台湾地区的男性平均寿命比女性少几岁?,进阶题,Date-Duration,Date-Duration,['6.5岁'],"内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
D312Q03,312,台湾地区的女性平均寿命比男性多几岁?,进阶题,Date-Duration,Date-Duration,['6.5岁'],"内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
D312Q04,312,台湾地区的平均寿命，是男性或女性比较长寿?,进阶题,Single-Span-Extraction,Location,"['女性', '女']","内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
D312Q05,312,全球女性最长寿的国家是哪一个?,进阶题,Single-Span-Extraction,Organization,['日本'],"内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
D312Q06,312,男性平均寿命最高的国家是哪一个?,进阶题,Single-Span-Extraction,Organization,['瑞士'],"内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
D312Q07,312,女性平均寿命最高的国家是哪一个?,进阶题,Single-Span-Extraction,Organization,['日本'],"内政部今（11）日公布「107年简易生命表」，国人的平均寿命为80.7岁，其中男性77.5岁、女性84.0岁，皆创历年新高。相较于全球平均寿命，我国男、女性平均寿命均高于全球平均水准，低于日本、瑞士、西班牙、新加坡等国家。瑞士男、女性平均寿命为81.7岁、85.4岁，日本男、女性平均寿命为81.3岁、87.3岁，新加坡与挪威的男性平均寿命皆为80岁，新加坡与瑞士的女性平均寿命皆为85.4岁。
内政部表示，随著医疗水准提升、食品安全重视、生活品质提高及运动风气盛行，近年来国人平均寿命长期呈现上升趋势，从97年78.6岁增至107年80.7岁，显示国人已越来越长寿。
内政部指出，107年国人死亡人数为17万2,700人，较106年增加672人，粗死亡率为7.32‰，较106年略增0.02个千分点；标准化死亡率则为每10万人口415.0人，较106年减少2.2%，长期而言，标准化死亡率呈下降趋势。
从六都来看，107年的国人平均寿命，以台北市83.6岁最高，其余依序为新北市、桃园市、台中市、台南市及高雄市；男、女性平均寿命亦均以台北市最高，呈现自北而南递减的情形。
就各县市平均寿命观察，以新竹市81.1岁最高，台东县75.8岁最低。内政部指出，东部县市平均寿命皆较西部各县市低，尤其台东县与全体国民历年平均寿命差距约5岁，原因可能与西部交通较东部方便，医疗资源相对较充足，以及人文生活习惯差异等因素有关，惟两者差距已较10年前缩小。",
